PSGC,GEOLEVEL,LGUNAME
1606721009,BGY,Magsaysay
1606721010,BGY,Rizal
1606721012,BGY,Tangbo
1606722000,MUN,Sison
1606722001,BGY,Biyabid
1606722003,BGY,Gacepan
1606722004,BGY,Ima
1606722005,BGY,Lower Patag
1606722006,BGY,Mabuhay
1606722007,BGY,Mayag
1606722008,BGY,Poblacion
1606722009,BGY,San Isidro
1606722010,BGY,San Pablo
1606722011,BGY,Tagbayani
1606722012,BGY,Tinogpahan
1606722013,BGY,Upper Patag
1606723000,MUN,Socorro
1606723001,BGY,Del Pilar
1606723002,BGY,Helene
1606723003,BGY,Honrado
1606723004,BGY,Navarro
1606723005,BGY,Nueva Estrella
1606723006,BGY,Pamosaingan
1606723007,BGY,Rizal
1606723008,BGY,Salog
1606723009,BGY,San Roque
1606723010,BGY,Santa Cruz
1606723011,BGY,Sering
1606723012,BGY,Songkoy
1606723013,BGY,Sudlon
1606723014,BGY,Albino Taruc
1606724000,CITY,City of Surigao
1606724001,BGY,Alang-alang
1606724002,BGY,Alegria
1606724003,BGY,Anomar
1606724004,BGY,Aurora
1606724005,BGY,Serna
1606724006,BGY,Balibayon
1606724007,BGY,Baybay
1606724008,BGY,Bilabid
1606724010,BGY,Bitaugan
1606724011,BGY,Bonifacio
1606724012,BGY,Buenavista
1606724013,BGY,Cabongbongan
1606724014,BGY,Cagniog
1606724015,BGY,Cagutsan
1606724016,BGY,Cantiasay
1606724017,BGY,Capalayan
1606724018,BGY,Catadman
1606724019,BGY,Danao
1606724020,BGY,Danawan
1606724021,BGY,Day-asan
1606724022,BGY,Ipil
1606724023,BGY,Libuac
1606724024,BGY,Lipata
1606724025,BGY,Lisondra
1606724026,BGY,Luna
1606724027,BGY,Mabini
1606724028,BGY,Mabua
1606724029,BGY,Manyagao
1606724030,BGY,Mapawa
1606724031,BGY,Mat-i
1606724032,BGY,Nabago
1606724033,BGY,Nonoc
1606724034,BGY,Poctoy
1606724035,BGY,Punta Bilar
1606724036,BGY,Quezon
1606724037,BGY,Rizal
1606724038,BGY,Sabang
1606724039,BGY,San Isidro
1606724040,BGY,San Jose
1606724041,BGY,San Juan
1606724042,BGY,San Pedro
1606724043,BGY,San Roque
1606724044,BGY,Sidlakan
1606724045,BGY,Silop
1606724046,BGY,Sugbay
1606724047,BGY,Sukailang
1606724048,BGY,Taft
1606724064,BGY,Talisay
1606724065,BGY,Togbongon
1606724066,BGY,Trinidad
1606724067,BGY,Orok
1606724068,BGY,Washington
1606724095,BGY,Zaragoza
1606724096,BGY,Canlanipa
1606725000,MUN,Tagana-An
1606725001,BGY,Aurora
1606725002,BGY,Azucena
1606725003,BGY,Banban
1606725004,BGY,Cawilan
1606725005,BGY,Fabio
1606725007,BGY,Himamaug
1606725008,BGY,Laurel
1606725009,BGY,Lower Libas
1606725010,BGY,Opong
1606725011,BGY,Sampaguita
1606725012,BGY,Talavera
1606725013,BGY,Union
1606725014,BGY,Upper Libas
1606725015,BGY,Patino
1606727000,MUN,Tubod
1606727001,BGY,Capayahan
1606727002,BGY,Cawilan
1606727003,BGY,Del Rosario
1606727004,BGY,Marga
1606727005,BGY,Motorpool
1606727006,BGY,Poblacion
1606727007,BGY,San Isidro
1606727008,BGY,Timamana
1606727009,BGY,San Pablo
1606800000,PROV,Surigao del Sur
1606801000,MUN,Barobo
1606801001,BGY,Amaga
1606801002,BGY,Bahi
1606801003,BGY,Cabacungan
1606801005,BGY,Cambagang
1606801006,BGY,Causwagan
1606801007,BGY,Dapdap
1606801008,BGY,Dughan
1606801009,BGY,Gamut
1606801010,BGY,Javier
1606801011,BGY,Kinayan
1606801013,BGY,Mamis
1606801015,BGY,Poblacion
1606801016,BGY,Rizal
1606801017,BGY,San Jose
1606801019,BGY,San Vicente
1606801020,BGY,Sua
1606801021,BGY,Sudlon
1606801023,BGY,Unidad
1606801024,BGY,Wakat
1606801025,BGY,San Roque
1606801026,BGY,Tambis
1606802000,MUN,Bayabas
1606802001,BGY,Amag
1606802002,BGY,Balete
1606802003,BGY,Cabugo
1606802004,BGY,Cagbaoto
1606802005,BGY,La Paz
1606802006,BGY,Magobawok
1606802007,BGY,Panaosawon
1606803000,CITY,City of Bislig
1606803002,BGY,Bucto
1606803003,BGY,Burboanan
1606803004,BGY,San Roque
1606803005,BGY,Caguyao
1606803006,BGY,Coleto
1606803007,BGY,Labisma
1606803008,BGY,Lawigan
1606803009,BGY,Mangagoy
1606803010,BGY,Mone
1606803011,BGY,Pamaypayan
1606803012,BGY,Poblacion
1606803013,BGY,San Antonio
1606803014,BGY,San Fernando
1606803015,BGY,San Isidro
1606803016,BGY,San Jose
1606803017,BGY,San Vicente
1606803018,BGY,Santa Cruz
1606803019,BGY,Sibaroy
1606803020,BGY,Tabon
1606803021,BGY,Tumanan
1606803022,BGY,Pamanlinan
1606803023,BGY,Kahayag
1606803024,BGY,Maharlika
1606803025,BGY,Comawas
1606804000,MUN,Cagwait
1606804001,BGY,Aras-Asan
1606804002,BGY,Bacolod
1606804003,BGY,Bitaugan East
1606804004,BGY,Bitaugan West
1606804005,BGY,Tawagan
1606804006,BGY,Lactudan
1606804007,BGY,Mat-e
1606804008,BGY,La Purisima
1606804009,BGY,Poblacion
1606804011,BGY,Unidad
1606804012,BGY,Tubo-tubo
1606805000,MUN,Cantilan
1606805002,BGY,Bugsukan
1606805003,BGY,Buntalid
1606805004,BGY,Cabangahan
1606805005,BGY,Cabas-an
1606805006,BGY,Calagdaan
1606805007,BGY,Consuelo
1606805008,BGY,General Island
1606805009,BGY,Lininti-an
1606805010,BGY,Magasang
1606805011,BGY,Magosilom
1606805012,BGY,Pag-Antayan
1606805013,BGY,Palasao
1606805014,BGY,Parang
1606805015,BGY,Tapi
1606805016,BGY,Tigabong
1606805017,BGY,Lobo
1606805018,BGY,San Pedro
1606806000,MUN,Carmen
1606806001,BGY,Antao
1606806002,BGY,Cancavan
1606806003,BGY,Carmen
1606806004,BGY,Esperanza
1606806005,BGY,Puyat
1606806006,BGY,San Vicente
1606806007,BGY,Santa Cruz
1606806008,BGY,Hinapoyan
1606807000,MUN,Carrascal
1606807001,BGY,Adlay
1606807002,BGY,Babuyan
1606807003,BGY,Bacolod
1606807004,BGY,Baybay
1606807005,BGY,Bon-ot
1606807006,BGY,Caglayag
1606807007,BGY,Dahican
1606807008,BGY,Doyos
1606807009,BGY,Embarcadero
1606807010,BGY,Gamuton
1606807011,BGY,Panikian
1606807012,BGY,Pantukan
1606807013,BGY,Saca
1606807014,BGY,Tag-Anito
1606808000,MUN,Cortes
1606808001,BGY,Balibadon
1606808002,BGY,Burgos
1606808003,BGY,Capandan
1606808004,BGY,Mabahin
1606808005,BGY,Madrelino
1606808006,BGY,Manlico
1606808007,BGY,Matho
1606808008,BGY,Poblacion
1606808009,BGY,Tag-Anongan
1606808010,BGY,Tigao
1606808011,BGY,Tuboran
1606808012,BGY,Uba
1606809000,MUN,Hinatuan
1606809002,BGY,Baculin
1606809004,BGY,Bigaan
1606809005,BGY,Cambatong
1606809006,BGY,Campa
1606809009,BGY,Dugmanon
1606809010,BGY,Harip
1606809012,BGY,La Casa
1606809014,BGY,Loyola
1606809017,BGY,Maligaya
1606809021,BGY,Pagtigni-an
1606809022,BGY,Pocto
1606809023,BGY,Port Lamon
1606809025,BGY,Roxas
1606809026,BGY,San Juan
1606809031,BGY,Sasa
1606809034,BGY,Tagasaka
1606809037,BGY,Talisay
1606809038,BGY,Tarusan
1606809039,BGY,Tidman
1606809040,BGY,Tiwi
1606809041,BGY,Benigno Aquino
1606809042,BGY,Zone II
1606809043,BGY,Zone III Maharlika
1606809044,BGY,Tagbobonga
1606810000,MUN,Lanuza
1606810001,BGY,Agsam
1606810003,BGY,Bocawe
1606810004,BGY,Bunga
1606810008,BGY,Gamuton
1606810009,BGY,Habag
1606810010,BGY,Mampi
1606810011,BGY,Nurcia
1606810015,BGY,Sibahay
1606810016,BGY,Zone I
1606810017,BGY,Pakwan
1606810018,BGY,Zone II
1606810019,BGY,Zone III
1606810020,BGY,Zone IV
1606811000,MUN,Lianga
1606811001,BGY,Anibongan
1606811002,BGY,Banahao
1606811003,BGY,Ban-as
1606811004,BGY,Baucawe
1606811005,BGY,Diatagon
1606811006,BGY,Ganayon
1606811007,BGY,Liatimco
1606811008,BGY,Manyayay
1606811009,BGY,Payasan
1606811010,BGY,Poblacion
1606811011,BGY,Saint Christine
1606811012,BGY,San Isidro
1606811013,BGY,San Pedro
1606812000,MUN,Lingig
1606812001,BGY,Anibongan
1606812002,BGY,Barcelona
1606812003,BGY,Bongan
1606812004,BGY,Bogak
1606812005,BGY,Handamayan
1606812006,BGY,Mahayahay
1606812007,BGY,Mandus
1606812008,BGY,Mansa-ilao
1606812009,BGY,Pagtila-an
1606812010,BGY,Palo Alto
1606812011,BGY,Poblacion
1606812012,BGY,Rajah Cabungso-an
1606812013,BGY,Sabang
1606812014,BGY,Salvacion
1606812015,BGY,San Roque
1606812016,BGY,Tagpoporan
1606812017,BGY,Union
1606812018,BGY,Valencia
1606813000,MUN,Madrid
1606813001,BGY,Bagsac
1606813002,BGY,Bayogo
1606813003,BGY,Magsaysay
1606813004,BGY,Manga
1606813005,BGY,Panayogon
1606813006,BGY,Patong Patong
1606813007,BGY,Quirino
1606813008,BGY,San Antonio
1606813009,BGY,San Juan
1606813010,BGY,San Roque
1606813011,BGY,San Vicente
1606813012,BGY,Songkit
1606813013,BGY,Union
1606813014,BGY,Linibonan
1606814000,MUN,Marihatag
1606814001,BGY,Alegria
1606814002,BGY,Amontay
1606814003,BGY,Antipolo
1606814004,BGY,Arorogan
1606814005,BGY,Bayan
1606814006,BGY,Mahaba
1606814007,BGY,Mararag
1606814008,BGY,Poblacion
1606814009,BGY,San Antonio
1606814010,BGY,San Isidro
1606814011,BGY,San Pedro
1606814012,BGY,Santa Cruz
1606815000,MUN,San Agustin
1606815001,BGY,Bretania
1606815002,BGY,Buatong
1606815003,BGY,Buhisan
1606815004,BGY,Gata
1606815005,BGY,Hornasan
1606815006,BGY,Janipaan
1606815007,BGY,Kauswagan
1606815008,BGY,Oteiza
1606815009,BGY,Poblacion
1606815010,BGY,Pong-on
1606815011,BGY,Pongtod
1606815012,BGY,Salvacion
1606815013,BGY,Santo Ni o
1606816000,MUN,San Miguel
1606816001,BGY,Bagyang
1606816002,BGY,Baras
1606816003,BGY,Bitaugan
1606816004,BGY,Bolhoon
1606816005,BGY,Calatngan
1606816006,BGY,Carromata
1606816007,BGY,Castillo
1606816008,BGY,Libas Gua
1606816009,BGY,Libas Sud
1606816010,BGY,Magroyong
1606816011,BGY,Mahayag
1606816012,BGY,Patong
1606816013,BGY,Poblacion
1606816014,BGY,Sagbayan
1606816016,BGY,San Roque
1606816017,BGY,Siagao
1606816018,BGY,Umalag
1606816019,BGY,Tina
1606817000,MUN,Tagbina
1606817001,BGY,Batunan
1606817002,BGY,Carpenito
1606817003,BGY,Kahayagan
1606817004,BGY,Lago
1606817006,BGY,Maglambing
1606817007,BGY,Maglatab
1606817008,BGY,Magsaysay
1606817009,BGY,Malixi
1606817010,BGY,Manambia
1606817011,BGY,Osme a
1606817012,BGY,Poblacion
1606817013,BGY,Quezon
1606817014,BGY,San Vicente
1606817015,BGY,Santa Cruz
1606817016,BGY,Santa Fe
1606817017,BGY,Santa Juana
1606817018,BGY,Santa Maria
1606817019,BGY,Sayon
1606817020,BGY,Soriano
1606817021,BGY,Tagongon
1606817022,BGY,Trinidad
1606817023,BGY,Ugoban
1606817024,BGY,Villaverde
1606817025,BGY,Do a Carmen
1606817026,BGY,Hinagdanan
1606818000,MUN,Tago
1606818001,BGY,Alba
1606818002,BGY,Anahao Bag-o
1606818003,BGY,Anahao Daan
1606818004,BGY,Badong
1606818005,BGY,Bajao
1606818006,BGY,Bangsud
1606818007,BGY,Cagdapao
1606818008,BGY,Camagong
1606818009,BGY,Caras-an
1606818010,BGY,Cayale
1606818011,BGY,Dayo-an
1606818012,BGY,Gamut
1606818013,BGY,Jubang
1606818014,BGY,Kinabigtasan
1606818015,BGY,Layog
1606818016,BGY,Lindoy
1606818017,BGY,Mercedes
1606818018,BGY,Purisima
1606818019,BGY,Sumo-sumo
1606818020,BGY,Umbay
1606818021,BGY,Unaban
1606818022,BGY,Unidos
1606818023,BGY,Victoria
1606818024,BGY,Cabangahan
1606819000,CITY,City of Tandag
1606819001,BGY,Awasian
1606819002,BGY,Bagong Lungsod
1606819003,BGY,Bioto
1606819004,BGY,Buenavista
1606819005,BGY,Bongtod Pob.
1606819006,BGY,Dagocdoc
1606819008,BGY,Mabua
1606819009,BGY,Mabuhay
1606819010,BGY,Maitum
1606819011,BGY,Maticdum
1606819012,BGY,Pandanon
1606819013,BGY,Pangi
1606819014,BGY,Quezon
1606819015,BGY,Rosario
1606819016,BGY,Salvacion
1606819017,BGY,San Agustin Norte
1606819018,BGY,San Agustin Sur
1606819019,BGY,San Antonio
1606819020,BGY,San Isidro
1606819021,BGY,San Jose
1606819022,BGY,Telaje
1608500000,PROV,Dinagat Islands
1608501000,MUN,Basilisa
1608501002,BGY,Catadman
1608501003,BGY,Columbus
1608501004,BGY,Coring
1608501005,BGY,Cortes
1608501006,BGY,Do a Helene
1608501007,BGY,Ferdinand
1608501008,BGY,Geotina
1608501009,BGY,Imee
1608501010,BGY,Melgar
1608501011,BGY,Montag
1608501012,BGY,Navarro
1608501013,BGY,Poblacion
1608501014,BGY,Puerto Princesa
1608501015,BGY,Rita Glenda
1608501016,BGY,Roxas
1608501017,BGY,Sering
1608501018,BGY,Tag-abaca
1608501019,BGY,Benglen
1608501020,BGY,Diegas
1608501021,BGY,Edera
1608501022,BGY,New Nazareth
1608501023,BGY,Roma
1608501024,BGY,Santa Monica
1608501025,BGY,Santo Ni o
1608501026,BGY,Sombrado
1608501027,BGY,Villa Ecleo
1608501028,BGY,Villa Pantinople
1608502000,MUN,Cagdianao
1608502001,BGY,Boa
1608502002,BGY,Cabunga-an
1608502003,BGY,Del Pilar
1608502004,BGY,Laguna
1608502005,BGY,Legaspi
1608502006,BGY,Ma-atas
1608502007,BGY,Nueva Estrella
1608502008,BGY,Poblacion
1608502009,BGY,San Jose
1608502010,BGY,Santa Rita
1608502011,BGY,Tigbao
1608502012,BGY,Valencia
1608502013,BGY,Mabini
1608502014,BGY,"\""R. Ecleo, Sr.\"""
1608503000,MUN,Dinagat
1608503002,BGY,Cab-ilan
1608503003,BGY,Cabayawan
1608503004,BGY,Escolta
1608503005,BGY,Gomez
1608503007,BGY,Magsaysay
1608503009,BGY,Mauswagon
1608503012,BGY,White Beach
1608503014,BGY,Bagumbayan
1608503016,BGY,New Mabuhay
1608503021,BGY,Wadas
1608503022,BGY,Cayetano
1608503023,BGY,Justiniana Edera
1608504000,MUN,Libjo
1608504001,BGY,Albor
1608504002,BGY,Arellano
1608504003,BGY,Bayanihan
1608504004,BGY,Do a Helen
1608504005,BGY,Garcia
1608504006,BGY,General Aguinaldo
1608504007,BGY,Kanihaan
1608504008,BGY,Magsaysay
1608504009,BGY,Osme a
1608504010,BGY,Plaridel
1608504011,BGY,Quezon
1608504012,BGY,San Antonio
1608504013,BGY,San Jose
1608504014,BGY,Santo Ni o
1608504015,BGY,Llamera
1608504016,BGY,Rosita
1608505000,MUN,Loreto
1608505001,BGY,Carmen
1608505002,BGY,Esperanza
1608505003,BGY,Ferdinand
1608505004,BGY,Helene
1608505006,BGY,Liberty
1608505008,BGY,Magsaysay
1608505011,BGY,Panamaon
1608505013,BGY,San Juan
1608505015,BGY,Santa Cruz
1608505017,BGY,Santiago
1608506000,MUN,San Jose
1608506001,BGY,Aurelio
1608506002,BGY,Cuarinta
1608506003,BGY,Don Ruben Ecleo
1608506004,BGY,Jacquez
1608506005,BGY,Justiniana Edera
1608506006,BGY,Luna
1608506007,BGY,Mahayahay
1608506008,BGY,Matingbe
1608506009,BGY,San Jose
1608506010,BGY,San Juan
1608506011,BGY,Santa Cruz
1608506012,BGY,Wilson
1608507000,MUN,Tubajon
1608507001,BGY,Imelda
1608507002,BGY,Mabini
1608507003,BGY,Malinao
1608507004,BGY,Navarro
1608507005,BGY,Diaz
1608507006,BGY,Roxas
1608507007,BGY,San Roque
1608507008,BGY,San Vicente
1608507009,BGY,Santa Cruz
1630400000,CITY,City of Butuan
1630400002,BGY,Agao Pob.
1630400003,BGY,Agusan Peque o
1630400004,BGY,Ambago
1630400006,BGY,Amparo
1630400007,BGY,Ampayon
1630400008,BGY,Anticala
1630400009,BGY,Antongalon
1630400010,BGY,Aupagan
1630400012,BGY,Baan KM 3
1630400013,BGY,Babag
1630400014,BGY,Bading Pob.
1630400016,BGY,Bancasi
1630400017,BGY,Banza
1630400018,BGY,Baobaoan
1630400019,BGY,Basag
1630400020,BGY,Bayanihan Pob.
1630400021,BGY,Bilay
1630400022,BGY,Bit-os
1630400023,BGY,Bitan-agan
1630400024,BGY,Bobon
1630400025,BGY,Bonbon
1630400026,BGY,Bugabus
1630400027,BGY,Buhangin Pob.
1630400029,BGY,Cabcabon
1630400031,BGY,Camayahan
1630400033,BGY,Baan Riverside Pob.
1630400036,BGY,Dankias
1630400037,BGY,Imadejas Pob.
1630400038,BGY,Diego Silang Pob.
1630400039,BGY,Doongan
1630400040,BGY,Dumalagan
1630400043,BGY,Golden Ribbon Pob.
1630400044,BGY,Dagohoy Pob.
1630400045,BGY,Jose Rizal Pob.
1630400047,BGY,Holy Redeemer Pob.
1630400048,BGY,Humabon Pob.
1630400049,BGY,Kinamlutan
1630400051,BGY,Lapu-lapu Pob.
1630400052,BGY,Lemon
1630400053,BGY,Leon Kilat Pob.
1630400054,BGY,Libertad
1630400055,BGY,Limaha Pob.
1630400056,BGY,Los Angeles
1630400057,BGY,Lumbocan
1630400060,BGY,Maguinda
1630400061,BGY,Mahay
1630400062,BGY,Mahogany Pob.
1630400063,BGY,Maibu
1630400064,BGY,Mandamo
1630400065,BGY,Manila de Bugabus
1630400066,BGY,Maon Pob.
1630400067,BGY,Masao
1630400068,BGY,Maug
1630400069,BGY,Port Poyohon Pob.
1630400070,BGY,New Society Village Pob.
1630400071,BGY,Ong Yiu Pob.
1630400072,BGY,Pianing
1630400073,BGY,Pinamanculan
1630400074,BGY,Rajah Soliman Pob.
1630400075,BGY,San Ignacio Pob.
1630400076,BGY,San Mateo
1630400077,BGY,San Vicente
1630400078,BGY,Sikatuna Pob.
1630400079,BGY,Silongan Pob.
1630400080,BGY,Sumilihon
1630400082,BGY,Tagabaca
1630400083,BGY,Taguibo
1630400084,BGY,Taligaman
1630400085,BGY,Tandang Sora Pob.
1630400086,BGY,Tiniwisan
1630400087,BGY,Tungao
1630400089,BGY,Urduja Pob.
1630400090,BGY,Villa Kananga
1630400091,BGY,Obrero Pob.
1630400092,BGY,Bugsukan
1630400093,BGY,De Oro
1630400094,BGY,Dulag
1630400095,BGY,Florida
1630400096,BGY,Nong-nong
1630400097,BGY,Pagatpatan
1630400098,BGY,Pangabugan
1630400099,BGY,Salvacion
1630400100,BGY,Santo Ni o
1630400101,BGY,Sumile
1630400102,BGY,Don Francisco
1630400103,BGY,Pigdaulan
1700000000,REG,MIMAROPA Region
1704000000,PROV,Marinduque
1704001000,MUN,Boac
1704001001,BGY,Agot
1704001002,BGY,Agumaymayan
1704001003,BGY,Amoingon
1704001004,BGY,Apitong
1704001005,BGY,Balagasan
1704001006,BGY,Balaring
1704001007,BGY,Balimbing
1704001008,BGY,Balogo
1704001009,BGY,Bangbangalon
1704001010,BGY,Bamban
1704001011,BGY,Bantad
1704001012,BGY,Bantay
1704001013,BGY,Bayuti
1704001014,BGY,Binunga
1704001015,BGY,Boi
1704001016,BGY,Boton
1704001017,BGY,Buliasnin
1704001018,BGY,Bunganay
1704001019,BGY,Maligaya
1704001020,BGY,Caganhao
1704001021,BGY,Canat
1704001022,BGY,Catubugan
1704001023,BGY,Cawit
1704001024,BGY,Daig
1704001025,BGY,Daypay
1704001026,BGY,Duyay
1704001027,BGY,Ihatub
1704001028,BGY,Isok II Pob.
1704001029,BGY,Hinapulan
1704001030,BGY,Laylay
1704001031,BGY,Lupac
1704001032,BGY,Mahinhin
1704001033,BGY,Mainit
1704001034,BGY,Malbog
1704001035,BGY,Malusak
1704001036,BGY,Mansiwat
1704001037,BGY,Mataas Na Bayan
1704001038,BGY,Maybo
1704001039,BGY,Mercado
1704001040,BGY,Murallon
1704001041,BGY,Ogbac
1704001042,BGY,Pawa
1704001043,BGY,Pili
1704001044,BGY,Poctoy
1704001045,BGY,Poras
1704001046,BGY,Puting Buhangin
1704001047,BGY,Puyog
1704001048,BGY,Sabong
1704001049,BGY,San Miguel
1704001050,BGY,Santol
1704001051,BGY,Sawi
1704001052,BGY,Tabi
1704001053,BGY,Tabigue
1704001054,BGY,Tagwak
1704001055,BGY,Tambunan
1704001056,BGY,Tampus
1704001057,BGY,Tanza
1704001058,BGY,Tugos
1704001059,BGY,Tumagabok
1704001060,BGY,Tumapon
1704001061,BGY,Isok I
1704002000,MUN,Buenavista
1704002001,BGY,Bagacay
1704002002,BGY,Bagtingon
1704002003,BGY,Bicas-bicas
1704002004,BGY,Caigangan
1704002005,BGY,Daykitin
1704002006,BGY,Libas
1704002007,BGY,Malbog
1704002011,BGY,Sihi
1704002012,BGY,Timbo
1704002013,BGY,Tungib-Lipata
1704002014,BGY,Yook
1704002015,BGY,Barangay I
1704002016,BGY,Barangay II
1704002017,BGY,Barangay III
1704002018,BGY,Barangay IV
1704003000,MUN,Gasan
1704003001,BGY,Antipolo
1704003003,BGY,Bachao Ibaba
1704003004,BGY,Bachao Ilaya
1704003005,BGY,Bacongbacong
1704003006,BGY,Bahi
1704003007,BGY,Bangbang
1704003008,BGY,Banot
1704003009,BGY,Banuyo
1704003010,BGY,Bognuyan
1704003011,BGY,Cabugao
1704003012,BGY,Dawis
1704003013,BGY,Dili
1704003014,BGY,Libtangin
1704003015,BGY,Mahunig
1704003016,BGY,Mangiliol
1704003017,BGY,Masiga
1704003018,BGY,Matandang Gasan
1704003019,BGY,Pangi
1704003020,BGY,Pinggan
1704003021,BGY,Tabionan
1704003022,BGY,Tapuyan
1704003023,BGY,Tiguion
1704003024,BGY,Barangay I
1704003025,BGY,Barangay II
1704003026,BGY,Barangay III
1704004000,MUN,Mogpog
1704004001,BGY,Anapog-Sibucao
1704004002,BGY,Argao
1704004003,BGY,Balanacan
1704004004,BGY,Banto
1704004005,BGY,Bintakay
1704004006,BGY,Bocboc
1704004007,BGY,Butansapa
1704004008,BGY,Candahon
1704004009,BGY,Capayang
1704004010,BGY,Danao
1704004011,BGY,Dulong Bayan
1704004012,BGY,Gitnang Bayan
1704004013,BGY,Guisian
1704004014,BGY,Hinadharan
1704004015,BGY,Hinanggayon
1704004016,BGY,Ino
1704004017,BGY,Janagdong
1704004018,BGY,Lamesa
1704004019,BGY,Laon
1704004020,BGY,Magapua
1704004021,BGY,Malayak
1704004022,BGY,Malusak
1704004023,BGY,Mampaitan
1704004024,BGY,Mangyan-Mababad
1704004025,BGY,Market Site
1704004026,BGY,Mataas Na Bayan
1704004027,BGY,Mendez
1704004028,BGY,Nangka I
1704004029,BGY,Nangka II
1704004030,BGY,Paye
1704004032,BGY,Pili
1704004033,BGY,Puting Buhangin
1704004034,BGY,Sayao
1704004035,BGY,Silangan
1704004036,BGY,Sumangga
1704004037,BGY,Tarug
1704004038,BGY,Villa Mendez
1704005000,MUN,Santa Cruz
1704005001,BGY,Alobo
1704005002,BGY,Angas
1704005003,BGY,Aturan
1704005004,BGY,Bagong Silang Pob.
1704005005,BGY,Baguidbirin
1704005006,BGY,Baliis
1704005007,BGY,Balogo
1704005008,BGY,Banahaw Pob.
1704005009,BGY,Bangcuangan
1704005010,BGY,Banogbog
1704005011,BGY,Biga
1704005012,BGY,Botilao
1704005013,BGY,Buyabod
1704005014,BGY,Dating Bayan
1704005015,BGY,Devilla
1704005016,BGY,Dolores
1704005017,BGY,Haguimit
1704005018,BGY,Hupi
1704005019,BGY,Ipil
1704005020,BGY,Jolo
1704005021,BGY,Kaganhao
1704005022,BGY,Kalangkang
1704005023,BGY,Kamandugan
1704005024,BGY,Kasily
1704005025,BGY,Kilo-kilo
1704005026,BGY,Kinyaman
1704005027,BGY,Labo
1704005028,BGY,Lamesa
1704005029,BGY,Landy
1704005030,BGY,Lapu-lapu Pob.
1704005031,BGY,Libjo
1704005032,BGY,Lipa
1704005033,BGY,Lusok
1704005034,BGY,Maharlika Pob.
1704005035,BGY,Makulapnit
1704005036,BGY,Maniwaya
1704005037,BGY,Manlibunan
1704005038,BGY,Masaguisi
1704005039,BGY,Masalukot
1704005040,BGY,Matalaba
1704005041,BGY,Mongpong
1704005042,BGY,Morales
1704005043,BGY,Napo
1704005044,BGY,Pag-Asa Pob.
1704005045,BGY,Pantayin
1704005047,BGY,Polo
1704005048,BGY,Pulong-Parang
1704005049,BGY,Punong
1704005050,BGY,San Antonio
1704005051,BGY,San Isidro
1704005052,BGY,Tagum
1704005053,BGY,Tamayo
1704005054,BGY,Tambangan
1704005055,BGY,Tawiran
1704005056,BGY,Taytay
1704006000,MUN,Torrijos
1704006001,BGY,Bangwayin
1704006002,BGY,Bayakbakin
1704006003,BGY,Bolo
1704006004,BGY,Bonliw
1704006005,BGY,Buangan
1704006006,BGY,Cabuyo
1704006007,BGY,Cagpo
1704006008,BGY,Dampulan
1704006009,BGY,Kay Duke
1704006010,BGY,Mabuhay
1704006011,BGY,Makawayan
1704006012,BGY,Malibago
1704006013,BGY,Malinao
1704006014,BGY,Maranlig
1704006015,BGY,Marlangga
1704006016,BGY,Matuyatuya
1704006017,BGY,Nangka
1704006018,BGY,Pakaskasan
1704006019,BGY,Payanas
1704006020,BGY,Poblacion
1704006021,BGY,Poctoy
1704006022,BGY,Sibuyao
1704006023,BGY,Suha
1704006024,BGY,Talawan
1704006025,BGY,Tigwi
1705100000,PROV,Occidental Mindoro
1705101000,MUN,Abra De Ilog
1705101001,BGY,Balao
1705101002,BGY,Cabacao
1705101003,BGY,Lumangbayan
1705101004,BGY,Poblacion
1705101005,BGY,San Vicente
1705101006,BGY,Tibag
1705101007,BGY,Udalo
1705101008,BGY,Wawa
1705101009,BGY,Armado
1705101010,BGY,Santa Maria
1705102000,MUN,Calintaan
1705102001,BGY,Concepcion
1705102002,BGY,Iriron
1705102003,BGY,Malpalon
1705102004,BGY,New Dagupan
1705102005,BGY,Poblacion
1705102006,BGY,Poypoy
1705102007,BGY,Tanyag
1705103000,MUN,Looc
1705103001,BGY,Agkawayan
1705103002,BGY,Ambil
1705103003,BGY,Balikyas
1705103004,BGY,Bonbon
1705103005,BGY,Bulacan
1705103006,BGY,Burol
1705103007,BGY,Guitna
1705103008,BGY,Kanluran
1705103009,BGY,Talaotao
1705104000,MUN,Lubang
1705104001,BGY,Binakas
1705104002,BGY,Cabra
1705104003,BGY,Maligaya
1705104004,BGY,Maliig
1705104005,BGY,Tagbac
1705104006,BGY,Tangal
1705104007,BGY,Tilik
1705104008,BGY,Vigo
1705104009,BGY,Sorville
1705104010,BGY,Araw At Bituin
1705104011,BGY,Bagong Sikat
1705104012,BGY,Banaag ng Pag-asa
1705104013,BGY,Likas Ng Silangan
1705104014,BGY,Maginhawa
1705104015,BGY,Ninikat Ng Pag-Asa
1705104016,BGY,Paraiso
1705105000,MUN,Magsaysay
1705105001,BGY,Alibog
1705105003,BGY,Caguray
1705105004,BGY,Calawag
1705105005,BGY,Gapasan
1705105006,BGY,Laste
1705105007,BGY,Lourdes
1705105008,BGY,Nicolas
1705105009,BGY,Paclolo
1705105010,BGY,Poblacion
1705105011,BGY,Purnaga
1705105012,BGY,Santa Teresa
1705105013,BGY,Sibalat
1705106000,MUN,Mamburao
1705106001,BGY,Balansay
