PSGC,GEOLEVEL,LGUNAME
1430300001,BGY,Apugan-Loakan
1430300002,BGY,Asin Road
1430300003,BGY,Atok Trail
1430300004,BGY,Bakakeng Central
1430300005,BGY,Bakakeng North
1430300006,BGY,Happy Hollow
1430300007,BGY,Balsigan
1430300008,BGY,Bayan Park West
1430300010,BGY,Bayan Park East
1430300011,BGY,Brookspoint
1430300012,BGY,Brookside
1430300016,BGY,Camp Allen
1430300017,BGY,Camp 7
1430300018,BGY,Camp 8
1430300019,BGY,Campo Filipino
1430300022,BGY,City Camp Central
1430300023,BGY,City Camp Proper
1430300025,BGY,Country Club Village
1430300026,BGY,Cresencia Village
1430300028,BGY,"\""Dagsian, Upper\"""
1430300029,BGY,DPS Area
1430300030,BGY,Dizon Subdivision
1430300034,BGY,"\""Quirino Hill, East\"""
1430300036,BGY,Fairview Village
1430300037,BGY,Fort del Pilar
1430300038,BGY,"\""General Luna, Upper\"""
1430300039,BGY,"\""General Luna, Lower\"""
1430300040,BGY,Gibraltar
1430300041,BGY,Greenwater Village
1430300042,BGY,Guisad Central
1430300043,BGY,Guisad Sorong
1430300045,BGY,Hillside
1430300046,BGY,Holy Ghost Extension
1430300047,BGY,Holy Ghost Proper
1430300049,BGY,Imelda Village
1430300050,BGY,Irisan
1430300051,BGY,Kayang Extension
1430300052,BGY,Kias
1430300053,BGY,Kagitingan
1430300054,BGY,Loakan Proper
1430300055,BGY,Lopez Jaena
1430300056,BGY,Lourdes Subdivision Extension
1430300058,BGY,"\""Dagsian, Lower\"""
1430300059,BGY,"\""Lourdes Subdivision, Lower\"""
1430300061,BGY,"\""Quirino Hill, Lower\"""
1430300062,BGY,General Emilio F. Aguinaldo
1430300063,BGY,Lualhati
1430300064,BGY,Lucnab
1430300065,BGY,"\""Magsaysay, Lower\"""
1430300066,BGY,Magsaysay Private Road
1430300067,BGY,Aurora Hill Proper
1430300068,BGY,Bal-Marcoville
1430300069,BGY,"\""Quirino Hill, Middle\"""
1430300071,BGY,Military Cut-off
1430300072,BGY,Mines View Park
1430300074,BGY,"\""Modern Site, East\"""
1430300075,BGY,"\""Modern Site, West\"""
1430300076,BGY,New Lucban
1430300078,BGY,"\""Aurora Hill, North Central\"""
1430300079,BGY,"\""Sanitary Camp, North\"""
1430300081,BGY,Outlook Drive
1430300082,BGY,Pacdal
1430300086,BGY,Pinget
1430300087,BGY,Pinsao Pilot Project
1430300088,BGY,Pinsao Proper
1430300089,BGY,Poliwes
1430300090,BGY,Pucsusan
1430300091,BGY,MRR-Queen Of Peace
1430300092,BGY,"\""Rock Quarry, Lower\"""
1430300094,BGY,Salud Mitra
1430300096,BGY,San Antonio Village
1430300097,BGY,San Luis Village
1430300098,BGY,San Roque Village
1430300099,BGY,San Vicente
1430300100,BGY,Santa Escolastica
1430300101,BGY,Santo Rosario
1430300102,BGY,Santo Tomas School Area
1430300103,BGY,Santo Tomas Proper
1430300105,BGY,Scout Barrio
1430300106,BGY,Session Road Area
1430300107,BGY,Slaughter House Area
1430300109,BGY,"\""Sanitary Camp, South\"""
1430300110,BGY,Saint Joseph Village
1430300111,BGY,Teodora Alonzo
1430300112,BGY,Trancoville
1430300114,BGY,"\""Rock Quarry, Upper\"""
1430300115,BGY,Victoria Village
1430300116,BGY,"\""Quirino Hill, West\"""
1430300117,BGY,Andres Bonifacio
1430300119,BGY,Legarda-Burnham-Kisad
1430300120,BGY,Imelda R. Marcos
1430300122,BGY,"\""Lourdes Subdivision, Proper\"""
1430300124,BGY,"\""Quirino-Magsaysay, Upper\"""
1430300125,BGY,A. Bonifacio-Caguioa-Rimando
1430300126,BGY,Ambiong
1430300128,BGY,"\""Aurora Hill, South Central\"""
1430300129,BGY,Abanao-Zandueta-Kayong-Chugum-Otek
1430300130,BGY,Bagong Lipunan
1430300131,BGY,BGH Compound
1430300132,BGY,Bayan Park Village
1430300133,BGY,Camdas Subdivision
1430300134,BGY,Palma-Urbano
1430300135,BGY,Dominican Hill-Mirador
1430300136,BGY,Alfonso Tabora
1430300137,BGY,Dontogan
1430300138,BGY,Ferdinand
1430300139,BGY,Happy Homes
1430300140,BGY,Harrison-Claudio Carantes
1430300141,BGY,Honeymoon
1430300142,BGY,Kabayanihan
1430300143,BGY,Kayang-Hilltop
1430300144,BGY,Gabriela Silang
1430300145,BGY,Liwanag-Loakan
1430300147,BGY,Malcolm Square-Perfecto
1430300148,BGY,Manuel A. Roxas
1430300149,BGY,Padre Burgos
1430300150,BGY,"\""Quezon Hill, Upper\"""
1430300151,BGY,"\""Rock Quarry, Middle\"""
1430300152,BGY,Phil-Am
1430300153,BGY,Quezon Hill Proper
1430300154,BGY,Middle Quezon Hill Subdivision
1430300155,BGY,Rizal Monument Area
1430300156,BGY,SLU-SVP Housing Village
1430300157,BGY,South Drive
1430300159,BGY,"\""Magsaysay, Upper\"""
1430300160,BGY,"\""Market Subdivision, Upper\"""
1430300161,BGY,Padre Zamora
1600000000,REG,Region XIII (Caraga)
1600200000,PROV,Agusan del Norte
1600201000,MUN,Buenavista
1600201001,BGY,Abilan
1600201002,BGY,Agong-ong
1600201003,BGY,Alubijid
1600201004,BGY,Guinabsan
1600201007,BGY,Macalang
1600201008,BGY,Malapong
1600201009,BGY,Malpoc
1600201010,BGY,Manapa
1600201011,BGY,Matabao
1600201013,BGY,Poblacion 1
1600201014,BGY,Poblacion 2
1600201015,BGY,Poblacion 3
1600201016,BGY,Poblacion 4
1600201017,BGY,Poblacion 5
1600201018,BGY,Poblacion 6
1600201019,BGY,Poblacion 7
1600201020,BGY,Poblacion 8
1600201021,BGY,Poblacion 9
1600201022,BGY,Poblacion 10
1600201023,BGY,Rizal
1600201024,BGY,Sacol
1600201025,BGY,Sangay
1600201026,BGY,Talo-ao
1600201027,BGY,Lower Olave
1600201028,BGY,Simbalan
1600203000,CITY,City of Cabadbaran
1600203002,BGY,Antonio Luna
1600203005,BGY,Bay-ang
1600203006,BGY,Bayabas
1600203007,BGY,Caasinan
1600203009,BGY,Cabinet
1600203010,BGY,Calamba
1600203011,BGY,Calibunan
1600203012,BGY,Comagascas
1600203013,BGY,Concepcion
1600203014,BGY,Del Pilar
1600203016,BGY,Katugasan
1600203017,BGY,Kauswagan
1600203018,BGY,La Union
1600203019,BGY,Mabini
1600203021,BGY,Poblacion 1
1600203022,BGY,Poblacion 10
1600203023,BGY,Poblacion 11
1600203024,BGY,Poblacion 12
1600203025,BGY,Poblacion 2
1600203026,BGY,Poblacion 3
1600203027,BGY,Poblacion 4
1600203028,BGY,Poblacion 5
1600203029,BGY,Poblacion 6
1600203030,BGY,Poblacion 7
1600203031,BGY,Poblacion 8
1600203032,BGY,Poblacion 9
1600203033,BGY,Puting Bato
1600203037,BGY,Sanghan
1600203038,BGY,Soriano
1600203040,BGY,Tolosa
1600203041,BGY,Mahaba
1600204000,MUN,Carmen
1600204001,BGY,Cahayagan
1600204002,BGY,Gosoon
1600204004,BGY,Manoligao
1600204009,BGY,Poblacion
1600204010,BGY,Rojales
1600204011,BGY,San Agustin
1600204012,BGY,Tagcatong
1600204014,BGY,Vinapor
1600205000,MUN,Jabonga
1600205001,BGY,Baleguian
1600205002,BGY,Bangonay
1600205003,BGY,A. Beltran
1600205004,BGY,Bunga
1600205005,BGY,Colorado
1600205006,BGY,Cuyago
1600205007,BGY,Libas
1600205008,BGY,Magdagooc
1600205009,BGY,Magsaysay
1600205010,BGY,Maraiging
1600205011,BGY,Poblacion
1600205012,BGY,San Jose
1600205013,BGY,San Pablo
1600205014,BGY,San Vicente
1600205015,BGY,Santo Ni o
1600206000,MUN,Kitcharao
1600206001,BGY,Bangayan
1600206002,BGY,Canaway
1600206003,BGY,Hinimbangan
1600206004,BGY,Jaliobong
1600206005,BGY,Mahayahay
1600206006,BGY,Poblacion
1600206007,BGY,San Isidro
1600206008,BGY,San Roque
1600206009,BGY,Sangay
1600206010,BGY,Crossing
1600206011,BGY,Songkoy
1600207000,MUN,Las Nieves
1600207001,BGY,Ambacon
1600207002,BGY,Bonifacio
1600207003,BGY,Consorcia
1600207004,BGY,Katipunan
1600207005,BGY,Lingayao
1600207006,BGY,Malicato
1600207007,BGY,Maningalao
1600207008,BGY,Marcos Calo
1600207009,BGY,Mat-i
1600207010,BGY,Pinana-an
1600207011,BGY,Poblacion
1600207013,BGY,San Isidro
1600207014,BGY,Tinucoran
1600207015,BGY,Balungagan
1600207016,BGY,Eduardo G. Montilla
1600207017,BGY,Durian
1600207018,BGY,Ibuan
1600207019,BGY,Rosario
1600207020,BGY,San Roque
1600207021,BGY,Casiklan
1600208000,MUN,Magallanes
1600208001,BGY,Buhang
1600208002,BGY,Caloc-an
1600208003,BGY,Guiasan
1600208005,BGY,Poblacion
1600208008,BGY,Taod-oy
1600208009,BGY,Marcos
1600208010,BGY,Santo Ni o
1600208011,BGY,Santo Rosario
1600209000,MUN,Nasipit
1600209001,BGY,Aclan
1600209002,BGY,Amontay
1600209004,BGY,Ata-atahon
1600209005,BGY,Camagong
1600209006,BGY,Cubi-cubi
1600209007,BGY,Culit
1600209008,BGY,Jaguimitan
1600209009,BGY,Kinabjangan
1600209010,BGY,Barangay 1
1600209011,BGY,Barangay 2
1600209012,BGY,Barangay 3
1600209013,BGY,Barangay 4
1600209014,BGY,Barangay 5
1600209015,BGY,Barangay 6
1600209016,BGY,Barangay 7
1600209017,BGY,Punta
1600209018,BGY,Santa Ana
1600209019,BGY,Talisay
1600209020,BGY,Triangulo
1600210000,MUN,Santiago
1600210002,BGY,Curva
1600210003,BGY,Jagupit
1600210005,BGY,La Paz
1600210007,BGY,Poblacion I
1600210008,BGY,San Isidro
1600210009,BGY,Tagbuyacan
1600210010,BGY,Estanislao Morgado
1600210011,BGY,Poblacion II
1600210012,BGY,Pangaylan-IP
1600211000,MUN,Tubay
1600211001,BGY,Binuangan
1600211002,BGY,Cabayawa
1600211003,BGY,Do a Rosario
1600211004,BGY,La Fraternidad
1600211005,BGY,Lawigan
1600211006,BGY,Poblacion 1
1600211007,BGY,Poblacion 2
1600211008,BGY,Santa Ana
1600211009,BGY,Tagmamarkay
1600211010,BGY,Tagpangahoy
1600211011,BGY,Tinigbasan
1600211012,BGY,Victory
1600211013,BGY,Do a Telesfora
1600212000,MUN,Remedios T. Romualdez
1600212001,BGY,Poblacion I
1600212002,BGY,Balangbalang
1600212003,BGY,Basilisa
1600212004,BGY,Humilog
1600212005,BGY,Panaytayon
1600212006,BGY,San Antonio
1600212007,BGY,Tagbongabong
1600212008,BGY,Poblacion II
1600300000,PROV,Agusan del Sur
1600301000,CITY,City of Bayugan
1600301001,BGY,Calaitan
1600301002,BGY,Charito
1600301003,BGY,Fili
1600301004,BGY,Hamogaway
1600301006,BGY,Katipunan
1600301007,BGY,Mabuhay
1600301009,BGY,Marcelina
1600301010,BGY,Maygatasan
1600301011,BGY,Noli
1600301013,BGY,Osme a
1600301014,BGY,Panaytay
1600301016,BGY,Poblacion
1600301017,BGY,Sagmone
1600301018,BGY,Saguma
1600301019,BGY,Salvacion
1600301020,BGY,San Isidro
1600301023,BGY,Santa Irene
1600301024,BGY,Taglatawan
1600301025,BGY,Verdu
1600301027,BGY,Wawa
1600301028,BGY,Berseba
1600301029,BGY,Bucac
1600301030,BGY,Cagbas
1600301031,BGY,Canayugan
1600301032,BGY,Claro Cortez
1600301033,BGY,Gamao
1600301034,BGY,Getsemane
1600301035,BGY,Grace Estate
1600301036,BGY,Magkiangkang
1600301037,BGY,Mahayag
1600301038,BGY,Montivesta
1600301039,BGY,Mt. Ararat
1600301040,BGY,Mt. Carmel
1600301041,BGY,Mt. Olive
1600301042,BGY,New Salem
1600301043,BGY,Pinagalaan
1600301044,BGY,San Agustin
1600301045,BGY,San Juan
1600301046,BGY,Santa Teresita
1600301047,BGY,Santo Ni o
1600301048,BGY,Taglibas
1600301049,BGY,Tagubay
1600301050,BGY,Villa Undayon
1600302000,MUN,Bunawan
1600302001,BGY,Bunawan Brook
1600302002,BGY,Consuelo
1600302003,BGY,Libertad
1600302004,BGY,Mambalili
1600302005,BGY,Poblacion
1600302006,BGY,San Andres
1600302007,BGY,San Marcos
1600302008,BGY,Imelda
1600302009,BGY,Nueva Era
1600302010,BGY,San Teodoro
1600303000,MUN,Esperanza
1600303001,BGY,Anolingan
1600303002,BGY,Bakingking
1600303003,BGY,Bentahon
1600303004,BGY,Bunaguit
1600303006,BGY,Catmonon
1600303007,BGY,Concordia
1600303008,BGY,Dakutan
1600303009,BGY,Duangan
1600303010,BGY,Mac-Arthur
1600303011,BGY,Guadalupe
1600303012,BGY,Hawilian
1600303013,BGY,Labao
1600303014,BGY,Maasin
1600303015,BGY,Mahagcot
1600303016,BGY,Milagros
1600303017,BGY,Nato
1600303018,BGY,Oro
1600303019,BGY,Poblacion
1600303020,BGY,Remedios
1600303021,BGY,Salug
1600303022,BGY,San Toribio
1600303023,BGY,Santa Fe
1600303024,BGY,Segunda
1600303026,BGY,Tagabase
1600303027,BGY,Taganahaw
1600303028,BGY,Tagbalili
1600303029,BGY,Tahina
1600303030,BGY,Tandang Sora
1600303031,BGY,Agsabu
1600303032,BGY,Aguinaldo
1600303033,BGY,Balubo
1600303034,BGY,Cebulan
1600303035,BGY,Crossing Luna
1600303036,BGY,Cubo
1600303037,BGY,Guibonon
1600303038,BGY,Kalabuan
1600303039,BGY,Kinamaybay
1600303040,BGY,Langag
1600303041,BGY,Maliwanag
1600303042,BGY,New Gingoog
1600303043,BGY,Odiong
1600303044,BGY,Piglawigan
1600303045,BGY,San Isidro
1600303046,BGY,San Jose
1600303047,BGY,San Vicente
1600303048,BGY,Sinakungan
1600303049,BGY,Valentina
1600304000,MUN,La Paz
1600304001,BGY,Bataan
1600304002,BGY,Comota
1600304003,BGY,Halapitan
1600304004,BGY,Langasian
1600304005,BGY,"\""Osme a, Sr.\"""
1600304006,BGY,Poblacion
1600304007,BGY,Sagunto
1600304008,BGY,Villa Paz
1600304009,BGY,Angeles
1600304010,BGY,Kasapa II
1600304011,BGY,Lydia
1600304012,BGY,Panagangan
1600304013,BGY,Sabang Adgawan
1600304014,BGY,San Patricio
1600304015,BGY,Valentina
1600305000,MUN,Loreto
1600305001,BGY,Binucayan
1600305002,BGY,Johnson
1600305003,BGY,Magaud
1600305004,BGY,Nueva Gracia
1600305005,BGY,Poblacion
1600305006,BGY,San Isidro
1600305007,BGY,San Mariano
1600305008,BGY,San Vicente
1600305009,BGY,Santa Teresa
1600305010,BGY,Santo Tomas
1600305011,BGY,Violanta
1600305012,BGY,Waloe
1600305013,BGY,Kasapa
1600305014,BGY,Katipunan
1600305015,BGY,Kauswagan
1600305016,BGY,Santo Ni o
1600305017,BGY,Sabud
1600306000,MUN,Prosperidad
1600306001,BGY,Aurora
1600306002,BGY,Awa
1600306003,BGY,Azpetia
1600306004,BGY,Poblacion
1600306006,BGY,La Caridad
1600306007,BGY,La Suerte
1600306008,BGY,La Union
1600306009,BGY,Las Navas
1600306010,BGY,Libertad
1600306011,BGY,Los Arcos
1600306012,BGY,Lucena
1600306013,BGY,Mabuhay
1600306014,BGY,Magsaysay
1600306015,BGY,Mapaga
1600306016,BGY,New Maug
1600306017,BGY,Napo
1600306018,BGY,Patin-ay
1600306020,BGY,Salimbogaon
1600306021,BGY,Salvacion
1600306022,BGY,San Joaquin
1600306023,BGY,San Jose
1600306024,BGY,San Lorenzo
1600306025,BGY,San Martin
1600306026,BGY,San Pedro
1600306027,BGY,San Rafael
1600306029,BGY,San Salvador
1600306030,BGY,San Vicente
1600306031,BGY,Santa Irene
1600306032,BGY,Santa Maria
1600306033,BGY,La Perian
1600306034,BGY,La Purisima
1600306035,BGY,San Roque
1600307000,MUN,Rosario
1600307001,BGY,Bayugan 3
1600307002,BGY,Cabantao
1600307003,BGY,Cabawan
1600307004,BGY,Marfil
1600307005,BGY,Novele
1600307006,BGY,Poblacion
1600307007,BGY,Santa Cruz
1600307008,BGY,Tagbayagan
1600307009,BGY,Wasi-an
1600307010,BGY,Libuac
1600307011,BGY,Maligaya
1600308000,MUN,San Francisco
1600308001,BGY,Alegria
1600308002,BGY,Bayugan 2
1600308003,BGY,Borbon
1600308005,BGY,Caimpugan
1600308006,BGY,Ebro
1600308007,BGY,Hubang
1600308008,BGY,Lapinigan
1600308009,BGY,Lucac
1600308010,BGY,Mate
1600308011,BGY,New Visayas
1600308012,BGY,Pasta
1600308013,BGY,Pisa-an
1600308015,BGY,Barangay 1
1600308016,BGY,Barangay 2
1600308017,BGY,Barangay 3
1600308018,BGY,Barangay 4
1600308019,BGY,Barangay 5
1600308020,BGY,Rizal
1600308021,BGY,San Isidro
1600308022,BGY,Santa Ana
1600308024,BGY,Tagapua
1600308025,BGY,Bitan-agan
1600308026,BGY,Buenasuerte
1600308027,BGY,Das-agan
1600308028,BGY,Karaus
1600308029,BGY,Ladgadan
1600308030,BGY,Ormaca
1600309000,MUN,San Luis
1600309001,BGY,Anislagan
1600309002,BGY,Baylo
1600309003,BGY,Coalicion
1600309004,BGY,Culi
1600309005,BGY,Nuevo Trabajo
1600309006,BGY,Poblacion
1600309007,BGY,Santa Ines
1600309008,BGY,Balit
1600309009,BGY,Binicalan
1600309010,BGY,Cecilia
1600309011,BGY,Dimasalang
1600309012,BGY,Don Alejandro
1600309013,BGY,Don Pedro
1600309014,BGY,Do a Flavia
1600309015,BGY,Mahagsay
1600309016,BGY,Mahapag
1600309017,BGY,Mahayahay
1600309018,BGY,Muritula
1600309019,BGY,Policarpo
1600309020,BGY,San Isidro
1600309021,BGY,San Pedro
1600309022,BGY,Santa Rita
1600309023,BGY,Santiago
1600309024,BGY,Wegguam
1600309025,BGY,Do a Maxima
1600310000,MUN,Santa Josefa
1600310001,BGY,Angas
1600310002,BGY,Aurora
1600310003,BGY,Awao
1600310004,BGY,Tapaz
1600310005,BGY,Patrocinio
1600310006,BGY,Poblacion
1600310007,BGY,San Jose
1600310008,BGY,Santa Isabel
1600310009,BGY,Sayon
1600310010,BGY,Concepcion
1600310011,BGY,Pag-asa
1600311000,MUN,Talacogon
1600311001,BGY,BuenaGracia
1600311002,BGY,Causwagan
1600311004,BGY,Culi
1600311005,BGY,Del Monte
1600311006,BGY,Desamparados
1600311007,BGY,Labnig
1600311008,BGY,Sabang Gibung
1600311009,BGY,San Agustin
1600311010,BGY,San Isidro
1600311011,BGY,San Nicolas
1600311012,BGY,Zamora
1600311013,BGY,Zillovia
1600311014,BGY,La Flora
1600311015,BGY,Maharlika
1600311016,BGY,Marbon
1600311017,BGY,Batucan
1600312000,MUN,Trento
1600312001,BGY,Basa
1600312002,BGY,Cuevas
1600312003,BGY,Kapatungan
1600312004,BGY,Langkila-an
1600312005,BGY,New Visayas
1600312006,BGY,Poblacion
1600312007,BGY,Pulang-lupa
1600312008,BGY,Salvacion
1600312009,BGY,San Ignacio
1600312010,BGY,San Isidro
1600312011,BGY,San Roque
1600312012,BGY,Santa Maria
1600312013,BGY,Tudela
1600312014,BGY,Cebolin
1600312015,BGY,Manat
1600312016,BGY,Pangyan
1600313000,MUN,Veruela
1600313001,BGY,Binongan
1600313002,BGY,Del Monte
1600313003,BGY,Don Mateo
1600313004,BGY,La Fortuna
1600313005,BGY,Limot
1600313006,BGY,Magsaysay
1600313007,BGY,Masayan
1600313008,BGY,Poblacion
1600313009,BGY,Sampaguita
1600313010,BGY,San Gabriel
1600313011,BGY,Santa Emelia
1600313012,BGY,Sinobong
1600313013,BGY,Anitap
1600313014,BGY,Bacay II
1600313015,BGY,Caigangan
1600313016,BGY,Candiis
1600313017,BGY,Katipunan
1600313018,BGY,Santa Cruz
1600313019,BGY,Sawagan
1600313020,BGY,Sisimon
1600314000,MUN,Sibagat
1600314001,BGY,Afga
1600314002,BGY,Anahawan
1600314003,BGY,Banagbanag
1600314004,BGY,Del Rosario
1600314005,BGY,El Rio
1600314006,BGY,Ilihan
1600314007,BGY,Kauswagan
1600314008,BGY,Kioya
1600314009,BGY,Magkalape
1600314010,BGY,Magsaysay
1600314011,BGY,Mahayahay
1600314012,BGY,New Tubigon
1600314013,BGY,Padiay
1600314014,BGY,Perez
1600314015,BGY,Poblacion
1600314016,BGY,San Isidro
1600314017,BGY,San Vicente
1600314018,BGY,Santa Cruz
1600314019,BGY,Santa Maria
1600314020,BGY,Sinai
1600314021,BGY,Tabon-tabon
1600314022,BGY,Tag-uyango
1600314023,BGY,Villangit
1600314024,BGY,Kolambugan
1606700000,PROV,Surigao del Norte
1606701000,MUN,Alegria
1606701001,BGY,Poblacion
1606701002,BGY,Alipao
1606701003,BGY,Budlingin
1606701004,BGY,Camp Eduard
1606701005,BGY,Ombong
1606701006,BGY,Pongtud
1606701007,BGY,San Pedro
1606701008,BGY,Ferlda
1606701009,BGY,Julio Ouano
1606701010,BGY,San Juan
1606701011,BGY,Anahaw
1606701012,BGY,Gamuton
1606702000,MUN,Bacuag
1606702001,BGY,Cabugao
1606702002,BGY,Cambuayon
1606702003,BGY,Campo
1606702004,BGY,Dugsangon
1606702005,BGY,Pautao
1606702006,BGY,Payapag
1606702007,BGY,Poblacion
1606702008,BGY,Pungtod
1606702009,BGY,Santo Rosario
1606704000,MUN,Burgos
1606704001,BGY,Baybay
1606704002,BGY,Bitaug
1606704003,BGY,Poblacion 1
1606704004,BGY,Poblacion 2
1606704005,BGY,San Mateo
1606704006,BGY,Matin-ao
1606706000,MUN,Claver
1606706001,BGY,Cabugo
1606706002,BGY,Cagdianao
1606706003,BGY,Daywan
1606706004,BGY,Hayanggabon
1606706005,BGY,Ladgaron
1606706006,BGY,Lapinigan
1606706007,BGY,Magallanes
1606706008,BGY,Panatao
1606706009,BGY,Tayaga
1606706010,BGY,Bagakay
1606706011,BGY,Sapa
1606706012,BGY,Taganito
1606706013,BGY,Urbiztondo
1606706014,BGY,Wangke
1606707000,MUN,Dapa
1606707001,BGY,Bagakay
1606707002,BGY,Barangay 1
1606707003,BGY,Barangay 13
1606707004,BGY,Buenavista
1606707005,BGY,Cabawa
1606707006,BGY,Cambas-ac
1606707007,BGY,Consolacion
1606707008,BGY,Corregidor
1606707009,BGY,Dagohoy
1606707010,BGY,Don Paulino
1606707011,BGY,Jubang
1606707012,BGY,Montserrat
1606707013,BGY,Osme a
1606707014,BGY,Barangay 10
1606707015,BGY,Barangay 11
1606707016,BGY,Barangay 12
1606707017,BGY,Barangay 2
1606707018,BGY,Barangay 3
1606707019,BGY,Barangay 4
1606707020,BGY,Barangay 5
1606707021,BGY,Barangay 6
1606707022,BGY,Barangay 7
1606707023,BGY,Barangay 8
1606707024,BGY,Barangay 9
1606707025,BGY,San Carlos
1606707026,BGY,San Miguel
1606707027,BGY,Santa Fe
1606707028,BGY,Union
1606707029,BGY,Santa Felomina
1606708000,MUN,Del Carmen
1606708001,BGY,Bagakay
1606708002,BGY,Antipolo
1606708004,BGY,Bitoon
1606708006,BGY,Cabugao
1606708007,BGY,Cancohoy
1606708008,BGY,Caub
1606708009,BGY,Del Carmen
1606708010,BGY,Domoyog
1606708011,BGY,Esperanza
1606708012,BGY,Jamoyaon
1606708013,BGY,Katipunan
1606708014,BGY,Lobogon
1606708016,BGY,Mabuhay
1606708017,BGY,Mahayahay
1606708019,BGY,Quezon
1606708021,BGY,San Fernando
1606708022,BGY,San Jose
1606708025,BGY,Sayak
1606708027,BGY,Tuboran
1606708028,BGY,Halian
1606710000,MUN,General Luna
1606710001,BGY,Anajawan
1606710002,BGY,Cabitoonan
1606710003,BGY,Catangnan
1606710004,BGY,Consuelo
1606710005,BGY,Corazon
1606710006,BGY,Daku
1606710007,BGY,Poblacion I
1606710008,BGY,Poblacion II
1606710009,BGY,Poblacion III
1606710010,BGY,Poblacion IV
1606710011,BGY,Poblacion V
1606710012,BGY,La Januza
1606710013,BGY,Libertad
1606710014,BGY,Magsaysay
1606710015,BGY,Malinao
1606710017,BGY,Santa Cruz
1606710018,BGY,Santa Fe
1606710019,BGY,Suyangan
1606710020,BGY,Tawin-tawin
1606711000,MUN,Gigaquit
1606711001,BGY,Alambique
1606711002,BGY,Anibongan
1606711003,BGY,Camam-onan
1606711004,BGY,Cam-boayon
1606711005,BGY,Ipil
1606711006,BGY,Lahi
1606711007,BGY,Mahanub
1606711008,BGY,Poniente
1606711009,BGY,San Antonio
1606711010,BGY,San Isidro
1606711011,BGY,Sico-sico
1606711012,BGY,Villaflor
1606711013,BGY,Villafranca
1606714000,MUN,Mainit
1606714001,BGY,Binga
1606714002,BGY,Bobona-on
1606714003,BGY,Cantugas
1606714004,BGY,Dayano
1606714005,BGY,Mabini
1606714006,BGY,Magpayang
1606714007,BGY,Magsaysay
1606714009,BGY,Mansayao
1606714010,BGY,Marayag
1606714011,BGY,Matin-ao
1606714012,BGY,Paco
1606714013,BGY,Quezon
1606714014,BGY,Roxas
1606714015,BGY,San Francisco
1606714016,BGY,San Isidro
1606714017,BGY,San Jose
1606714018,BGY,Siana
1606714019,BGY,Silop
1606714020,BGY,Tagbuyawan
1606714021,BGY,Tapi-an
1606714022,BGY,Tolingon
1606715000,MUN,Malimono
1606715001,BGY,Doro
1606715002,BGY,Bunyasan
1606715003,BGY,Cantapoy
1606715004,BGY,Cagtinae
1606715005,BGY,Cayawan
1606715007,BGY,Hanagdong
1606715008,BGY,Karihatag
1606715009,BGY,Masgad
1606715010,BGY,Pili
1606715012,BGY,San Isidro
1606715013,BGY,Tinago
1606715014,BGY,Cansayong
1606715015,BGY,Can-aga
1606715016,BGY,Villariza
1606716000,MUN,Pilar
1606716001,BGY,Caridad
1606716002,BGY,Katipunan
1606716003,BGY,Maasin
1606716004,BGY,Mabini
1606716005,BGY,Mabuhay
1606716006,BGY,Salvacion
1606716007,BGY,San Roque
1606716008,BGY,Asinan
1606716009,BGY,Centro
1606716010,BGY,Pilaring
1606716011,BGY,Punta
1606716012,BGY,Consolacion
1606716013,BGY,Datu
1606716014,BGY,Dayaohay
1606716015,BGY,Jaboy
1606717000,MUN,Placer
1606717002,BGY,Amoslog
1606717003,BGY,Anislagan
1606717004,BGY,Bad-as
1606717005,BGY,Boyongan
1606717006,BGY,Bugas-bugas
1606717007,BGY,Central
1606717008,BGY,Ellaperal
1606717009,BGY,Ipil
1606717010,BGY,Lakandula
1606717011,BGY,Mabini
1606717012,BGY,Macalaya
1606717013,BGY,Magsaysay
1606717014,BGY,Magupange
1606717015,BGY,Pananay-an
1606717016,BGY,Panhutongan
1606717017,BGY,San Isidro
1606717018,BGY,Santa Cruz
1606717019,BGY,Suyoc
1606717020,BGY,Tagbongabong
1606717021,BGY,Sani-sani
1606718000,MUN,San Benito
1606718001,BGY,Bongdo
1606718002,BGY,Maribojoc
1606718003,BGY,Nuevo Campo
1606718005,BGY,San Juan
1606718006,BGY,Santa Cruz
1606718007,BGY,Talisay
1606719000,MUN,San Francisco
1606719001,BGY,Amontay
1606719002,BGY,Balite
1606719003,BGY,Banbanon
1606719004,BGY,Diaz
1606719005,BGY,Honrado
1606719006,BGY,Jubgan
1606719007,BGY,Linongganan
1606719008,BGY,Macopa
1606719009,BGY,Magtangale
1606719010,BGY,Oslao
1606719011,BGY,Poblacion
1606720000,MUN,San Isidro
1606720001,BGY,Buhing Calipay
1606720002,BGY,Del Carmen
1606720003,BGY,Del Pilar
1606720004,BGY,Macapagal
1606720006,BGY,Pacifico
1606720007,BGY,Pelaez
1606720008,BGY,Roxas
1606720009,BGY,San Miguel
1606720010,BGY,Santa Paz
1606720011,BGY,Santo Ni o
1606720012,BGY,Tambacan
1606720013,BGY,Tigasao
1606721000,MUN,Santa Monica
1606721001,BGY,Abad Santos
1606721002,BGY,Alegria
1606721003,BGY,T. Arlan
1606721004,BGY,Bailan
1606721005,BGY,Garcia
1606721006,BGY,Libertad
1606721007,BGY,Mabini
1606721008,BGY,Mabuhay
